10000 2
-17 29 0
93 78 0
65 27 0
43 -29 1
-50 -94 1
81 -57 1
-77 80 0
18 15 1
-47 3 1
-93 -26 1
5 -63 0
-82 -77 0
-26 53 0
-38 -27 0
-71 -86 0
19 19 1
69 90 0
39 -14 1
-98 -17 1
85 -71 1
-87 -47 0
68 1 1
44 12 1
95 -21 1
-54 98 1
-7 -72 1
65 -89 1
-57 13 0
67 -91 0
51 -22 0
-51 74 0
-16 -98 0
-67 -26 1
21 3 1
-71 -68 0
14 74 1
-81 -25 0
75 53 0
-11 -22 1
-7 95 1
74 35 0
-2 15 0
41 14 0
-14 24 0
-80 -94 1
72 -81 0
52 -58 1
-96 -9 0
-44 -52 1
76 -79 1
71 -55 1
-34 82 1
-3 -3 0
-1 -94 1
-50 68 0
-87 52 1
-10 78 1
98 -10 1
-72 -44 1
36 88 1
45 -24 0
36 87 1
55 69 1
71 -55 1
34 49 0
15 84 1
-85 -52 1
34 -79 0
14 -30 1
-15 90 1
19 -61 0
-17 -25 0
11 50 0
57 1 0
13 38 0
-93 -9 0
-52 -20 1
22 -24 1
-36 66 1
14 16 1
89 -83 0
78 91 0
-14 -52 1
32 -20 1
0 -18 1
45 -17 0
-54 26 0
97 -81 1
41 -9 0
75 -63 0
1 -67 0
94 -99 0
62 -52 0
-19 -22 0
88 49 0
-74 -30 0
-9 -18 1
-86 -70 0
93 69 0
-36 -17 1
73 98 1
81 -72 0
26 -20 0
-93 35 0
-93 -43 1
-16 -81 1
-63 -52 1
-43 84 0
61 86 1
-33 -83 1
-41 67 1
100 -5 0
100 -61 1
51 -95 1
62 -58 0
29 -77 1
-41 -20 1
96 -39 0
55 96 0
98 47 1
77 65 1
93 58 0
-45 28 1
-10 40 0
2 13 0
-45 -25 0
57 -95 0
-53 58 1
-33 -71 1
89 -36 1
42 -20 0
57 -9 0
-84 -89 1
55 -56 1
34 -88 1
-29 20 0
-23 -100 1
4 -32 1
-46 -14 0
10 29 0
34 -19 1
87 25 0
-62 -65 0
18 -7 0
94 -1 0
-58 5 0
48 -37 1
-87 79 1
62 15 0
71 82 1
-93 75 1
78 68 0
-68 -39 1
57 75 0
-15 -72 0
0 -28 0
-69 -97 1
63 -66 1
-33 -85 0
40 58 1
9 96 0
63 25 1
62 76 1
-52 -58 1
-94 96 1
55 45 0
86 -74 0
65 56 0
93 67 0
-88 -28 0
-78 79 0
-74 18 1
11 -28 1
9 -94 1
32 37 0
-84 42 1
47 -87 0
49 37 0
-7 -66 0
12 85 1
72 47 0
-69 -97 0
-35 -36 1
74 -25 0
-63 -6 1
21 -84 1
11 10 0
-18 24 1
80 93 0
59 11 0
63 -57 1
-5 -8 1
20 -76 1
94 -20 0
-26 20 1
82 -88 1
5 83 1
65 43 1
51 30 0
-14 25 0
9 97 0
26 -25 0
4 55 0
-23 -87 0
-87 98 1
12 92 1
-20 -50 0
40 -59 1
-5 -31 1
3 70 0
86 90 0
69 42 0
-81 -20 1
93 -98 1
99 -42 0
28 -52 0
62 -79 0
-13 -65 0
65 -51 1
-7 -10 0
41 -6 1
-62 -98 1
-6 62 0
100 46 0
-25 -89 1
-1 -91 1
-90 -3 1
85 37 0
-82 60 0
-73 85 0
15 1 0
19 -21 1
-54 58 1
13 37 1
100 33 1
8 50 0
20 -47 1
15 21 1
-51 29 0
-87 75 1
55 60 1
-20 5 1
25 -62 1
10 -76 0
-91 66 1
4 89 0
4 41 1
-25 -72 0
-35 -61 0
90 98 1
95 -96 1
93 -63 1
-14 -31 1
-56 -2 1
33 -72 0
-58 -29 0
-81 -9 0
-74 -92 1
-67 60 0
-20 -71 0
-66 -58 1
-95 29 0
74 31 1
-53 -61 1
-17 82 0
91 35 1
19 25 0
71 31 0
-22 66 0
-24 62 0
-83 27 1
-22 -30 0
-3 -44 0
-87 -61 1
14 93 0
-45 -19 1
-100 97 0
-29 -30 1
-10 -5 0
41 12 0
-32 94 0
13 -2 0
-30 -53 1
-85 -1 0
55 -78 0
-46 34 1
76 -6 0
-7 -97 0
-37 -63 0
-30 99 1
14 -25 0
-13 66 0
-100 -4 0
-68 46 0
-44 88 0
48 -93 0
85 -76 1
9 73 0
93 -58 1
6 -83 1
15 -86 1
-97 88 0
97 -97 1
-53 -59 1
75 53 0
65 7 0
1 65 1
24 -82 0
-62 13 1
-70 -17 1
-11 -12 0
51 87 1
56 71 0
-11 36 0
89 27 0
-90 -12 1
-57 -90 0
97 40 1
28 -99 1
22 -75 0
92 -16 1
-31 17 1
54 -13 1
-77 -12 1
47 34 0
-44 37 1
1 -58 0
78 32 1
68 -2 0
76 58 0
-33 -22 1
49 57 0
-86 -81 0
51 100 1
95 -2 1
35 70 0
7 1 0
48 -48 1
27 48 1
-82 -79 0
27 92 0
63 90 1
-51 -12 0
-92 -10 1
94 -2 0
-7 44 0
-50 -14 0
-100 -37 1
-68 -84 0
-50 -20 0
19 -99 1
87 -97 0
-45 -12 1
-93 18 1
57 50 0
-9 -83 1
-40 2 1
-6 10 1
-40 -34 0
-97 55 1
24 -40 1
-72 -66 1
12 36 1
34 50 0
34 46 0
-98 27 0
-48 46 0
-40 -4 1
-32 79 1
12 -63 1
73 -68 1
-56 33 1
-63 -37 0
8 -47 0
42 -43 1
33 -63 1
2 48 0
-67 60 1
-15 -32 1
-81 78 1
57 78 0
-76 -65 0
-3 15 1
-45 74 1
75 62 1
-91 79 0
-43 -8 1
-8 -72 1
-2 5 1
100 -96 0
20 -91 1
83 63 0
-75 99 0
-43 53 1
-91 90 0
-26 -29 0
-93 -1 1
-2 94 0
-64 -23 0
-80 -57 0
23 26 1
59 -45 1
28 -91 1
-3 -25 1
20 -5 0
28 -21 0
54 52 0
-83 -86 1
-17 46 0
71 -43 1
-61 6 0
-19 -65 1
-68 73 0
77 95 0
-66 82 0
71 28 1
31 -40 1
49 -14 1
3 -42 1
-89 -18 0
88 80 0
-45 -29 1
-25 -73 1
65 -71 0
-11 -42 1
96 -17 0
73 36 1
-100 -28 0
18 34 1
-86 65 1
-93 -83 0
13 89 1
91 13 1
28 -1 1
99 61 0
-25 -66 1
-16 -99 0
48 64 1
-9 18 0
-34 67 1
96 50 0
12 7 0
73 38 1
-96 15 1
-64 -69 0
-94 -14 1
13 -80 1
-24 -61 0
90 83 1
-64 -42 0
-31 -29 1
-54 98 1
-71 13 0
-92 -23 1
35 -37 1
-14 92 1
-78 -81 0
15 -81 1
17 42 1
8 61 0
40 -54 0
84 14 0
-27 -12 0
35 -17 1
-44 66 1
-88 96 0
20 -50 0
-50 -37 1
-90 -71 0
22 51 0
72 -5 0
61 -77 0
78 -34 0
-97 -77 0
-25 75 1
90 67 1
15 20 0
-33 30 1
31 -64 1
-83 -60 0
-27 67 1
-63 26 0
-58 -49 0
77 -40 0
-11 -71 1
-59 12 0
38 -48 0
91 -47 1
88 13 1
-65 75 1
-12 -25 1
-88 -81 1
2 70 0
-27 -65 0
42 100 1
59 -41 0
90 40 1
38 81 0
31 58 0
9 -14 1
46 92 1
-47 83 0
-56 -80 1
-11 -35 0
-72 -60 0
33 12 1
-55 38 1
-54 -93 0
94 39 1
46 -5 1
18 -46 1
17 -57 0
71 4 1
-57 35 0
-75 -88 1
68 -71 0
97 -94 1
80 89 1
34 33 1
-98 83 1
-72 -90 1
19 76 1
-55 6 1
10 97 1
-98 96 0
92 -60 1
47 -44 1
75 96 0
11 49 1
76 19 0
-98 -63 0
21 -3 1
16 -80 0
97 21 1
73 -74 1
31 55 1
-79 -29 1
34 21 1
3 -67 0
65 19 0
50 56 0
-22 -63 0
18 -36 0
-96 24 1
56 13 1
2 59 0
43 -40 0
99 38 1
58 -45 1
-14 -71 1
100 -72 1
51 27 0
-55 -82 0
-27 -32 1
-25 -15 0
88 15 0
-84 44 0
-8 66 0
-60 58 1
-46 65 1
-75 47 1
47 -16 1
-83 44 1
49 61 0
1 -86 1
-65 64 0
-66 -72 1
-51 16 1
-4 95 1
92 -96 0
88 73 1
36 -42 1
-55 68 1
37 62 0
81 -33 1
-100 18 1
48 76 1
-93 -24 1
-60 -99 0
-73 -25 1
45 34 1
-18 -17 1
-80 -40 1
50 90 0
-82 7 1
43 22 1
65 68 1
-70 -36 1
-23 82 1
76 52 0
89 -99 0
57 79 0
90 16 1
-92 74 1
80 -71 0
-50 -99 1
-42 95 1
13 -93 0
26 54 1
15 50 1
-44 -14 1
-85 41 0
57 45 1
40 -59 0
-9 8 1
-52 67 0
99 -41 0
15 -54 0
61 4 1
-7 99 0
-15 30 1
-92 -88 1
-1 47 0
19 12 1
4 43 0
-94 -40 1
79 -27 1
31 -80 0
-60 90 1
-75 -100 0
-1 -68 0
-12 -24 1
82 -33 1
47 -54 0
52 6 1
-31 0 1
-91 38 0
-14 -75 0
19 40 0
99 -21 1
73 3 1
-19 -92 0
88 -27 0
-14 20 1
86 -55 1
56 69 0
-6 -34 0
69 -12 1
-41 -89 0
-47 -17 0
-46 60 1
-72 -52 1
51 -63 0
-9 75 1
21 43 1
98 99 1
82 76 0
-67 83 0
-54 62 0
73 -29 1
42 0 1
43 44 0
59 49 1
16 17 1
-72 -53 1
74 30 1
5 95 0
74 97 1
55 -100 0
-6 -5 1
69 72 0
22 19 0
9 87 0
-91 -68 0
-73 26 1
-99 58 0
76 -48 1
53 95 1
-98 -22 0
20 -28 1
-17 16 1
-77 81 0
73 -52 0
-65 73 1
-53 -97 1
-76 -29 1
3 17 0
73 49 0
97 -29 0
-72 75 1
-98 -35 0
45 97 0
-89 21 0
48 94 1
-6 34 0
87 97 1
52 -96 0
-8 64 1
23 6 0
16 -77 0
67 -46 0
20 47 0
-26 52 1
53 94 0
-17 4 1
-66 24 1
93 -48 1
23 -10 0
35 -46 0
-7 48 1
59 9 1
45 85 0
-94 35 1
9 -43 1
17 12 0
-16 28 0
-18 -94 1
39 -35 0
-19 91 1
16 -25 1
18 19 0
-18 -79 0
-7 19 0
-27 35 0
33 83 1
99 12 1
25 31 1
-28 26 0
100 -90 1
-61 -54 0
49 -91 1
-69 45 1
26 -85 1
95 86 0
-32 -15 1
89 -26 1
-17 39 0
98 50 1
71 7 0
40 62 0
-98 -81 1
31 26 1
-51 -15 1
41 -96 1
86 -65 1
9 -97 0
65 47 1
-23 -1 1
1 20 1
70 -96 0
-27 -44 1
73 -76 1
29 -94 0
81 -23 0
-65 -6 1
25 -53 0
-4 7 1
-49 30 1
-68 -67 0
99 -47 1
-65 31 0
-57 -45 1
97 26 1
-98 51 0
-71 6 1
48 -7 0
48 22 0
97 -35 0
-7 86 1
-61 51 1
14 95 1
-1 -54 0
-76 -84 1
-77 -2 1
43 -45 1
-52 -56 1
86 76 0
-5 -24 0
-37 89 1
-32 -15 1
-41 2 0
-63 96 1
-35 26 1
18 52 0
-76 -83 1
-95 -35 1
-87 -86 1
-81 10 0
-92 97 1
-43 50 1
67 -32 0
-77 -56 1
40 -78 0
-53 -70 0
35 0 0
-50 -46 0
98 -65 1
99 -98 1
-21 58 1
65 84 1
24 24 1
77 40 0
-65 -44 1
78 -69 0
79 97 1
13 -5 1
-19 -64 1
-48 20 1
-96 13 0
-51 -6 0
-75 19 0
-45 4 0
-72 -79 1
-37 -85 0
-90 68 1
63 35 1
-65 -70 0
30 -25 1
-10 49 1
-92 32 1
6 -31 1
56 43 1
-53 -83 1
-47 -27 0
-88 27 1
-43 75 1
24 -55 0
44 -17 0
-44 -92 1
67 27 0
-95 -77 0
42 68 1
-90 -82 0
43 -22 0
-68 -23 0
15 -77 1
42 -78 0
40 -73 1
-32 73 0
79 72 1
-53 94 0
-61 -48 1
29 -50 0
68 88 1
-92 -81 0
63 12 1
-69 -3 0
79 68 0
98 15 1
-79 73 1
87 -99 1
-5 18 0
34 -80 0
-17 43 0
66 96 0
-67 -52 0
74 -4 0
100 -28 1
71 -1 1
90 -22 0
69 31 0
-43 55 0
-77 9 0
-89 -33 1
99 40 1
39 29 1
-37 -14 1
74 48 0
35 -67 1
-63 -39 0
-28 55 0
-1 -40 1
51 49 0
-75 14 0
27 55 1
-3 97 0
5 43 0
-65 91 1
-91 58 0
-33 66 0
76 30 0
-59 88 0
-9 28 1
-79 7 1
59 -53 1
64 -42 1
77 -25 1
58 89 0
67 68 0
-14 -26 1
66 -55 0
-56 11 1
99 86 1
-25 -76 0
-79 36 0
-5 -42 1
67 54 1
-19 90 1
51 66 0
75 55 0
-20 -23 0
29 -63 1
-60 -83 0
25 69 1
59 23 1
-32 -86 0
-58 -53 0
-33 -95 0
57 39 0
86 -56 0
-82 52 1
83 61 0
-66 38 0
-55 9 0
-26 18 1
-29 60 1
71 -67 1
32 -38 1
12 -44 1
-33 -75 1
46 65 1
-89 -17 1
-46 27 0
12 -42 0
48 -39 0
-84 61 1
-68 73 0
79 -67 0
90 6 1
71 57 1
95 -80 1
-29 -95 1
-82 -11 0
37 -28 0
-24 42 0
-75 89 0
42 -63 1
19 -52 1
55 78 1
-47 9 0
9 -69 1
1 22 0
-25 -82 1
19 6 0
-16 86 1
81 18 1
-43 -81 1
-20 38 1
-30 61 1
-9 -95 0
62 -5 0
-59 -82 1
-16 15 0
81 94 1
-31 -84 1
30 -75 1
10 46 0
-28 -50 0
-27 -69 0
-36 -94 1
77 -52 0
4 -27 1
56 -77 0
73 -22 1
21 -8 1
68 37 1
-31 -50 0
90 36 0
74 -84 1
-89 -16 1
-70 -59 1
60 -83 1
-64 59 0
-24 45 0
79 -53 0
16 -28 1
-73 26 0
-9 39 1
-56 15 1
-78 43 1
-20 9 0
65 97 0
-7 -18 0
100 43 1
82 -63 1
-22 -44 1
-3 -73 0
84 42 0
28 3 1
-77 -57 1
22 -33 0
-76 4 0
-50 -73 1
-35 63 1
-30 78 0
23 75 0
-29 -88 0
39 -11 0
-42 -84 1
-23 53 1
72 80 0
0 63 1
-11 80 0
-48 -46 1
17 28 0
89 5 0
1 -39 0
-52 -52 1
-91 92 1
17 -22 1
-3 23 1
-86 -25 1
49 -60 1
-51 -81 1
-64 -41 0
17 -4 0
-51 50 1
-6 -9 1
-3 33 1
1 36 0
43 5 0
-53 65 0
33 83 0
57 71 1
60 -25 1
45 -87 0
-61 27 1
12 18 0
-37 -31 1
47 -67 0
-33 -57 0
64 -19 0
-47 -76 0
-97 -12 1
-76 84 1
34 83 0
-34 -35 0
11 -43 0
67 -73 1
-46 43 1
76 -90 0
-18 -84 1
62 -73 0
24 -26 0
38 -75 0
-57 21 1
-6 -85 0
-96 -14 0
13 -51 0
6 -13 1
-2 30 0
-39 70 0
-82 -84 1
21 12 0
-81 -79 1
-93 81 0
-35 -86 0
15 83 0
-66 70 0
-23 49 1
-76 59 0
-13 58 1
-22 -9 1
96 -1 1
57 -34 1
-49 -69 1
-99 -23 1
41 59 0
6 74 1
15 29 1
-17 -28 0
-11 81 0
-3 -84 1
13 84 1
-61 -68 0
53 -17 1
-85 -79 0
-62 -76 1
33 -33 1
8 -56 0
-63 43 1
-17 -96 1
-98 -23 1
78 -76 1
40 86 1
-94 -54 1
-26 72 1
75 -76 1
42 -18 1
-54 95 0
-3 -57 0
-7 14 1
89 1 1
-50 19 1
-52 -46 1
39 -1 1
-47 91 0
-40 48 0
-43 34 0
67 79 1
80 58 0
-44 13 0
25 -54 1
77 10 0
73 -72 0
-77 -95 0
99 -96 0
-51 -31 1
-6 -28 1
21 17 1
99 -13 0
37 -77 1
-19 -85 1
-3 81 1
70 -38 0
15 -5 0
-82 -33 1
-38 97 1
47 63 0
-15 -9 0
99 -16 1
7 53 1
34 27 1
85 -1 0
19 83 1
15 -55 1
-5 73 0
-73 -13 1
9 -4 1
54 37 0
-17 -27 1
-49 -59 1
47 -96 1
-99 -17 0
31 59 1
76 95 0
97 -40 0
31 -50 0
91 -60 1
13 -81 0
85 24 1
76 -46 1
-6 -3 1
-68 91 1
37 -41 1
0 -2 1
-65 -74 0
-31 96 1
-33 97 0
-55 -44 1
-29 -30 1
-75 20 1
-57 -70 1
53 9 0
18 -57 1
20 97 0
-13 -99 0
63 18 0
18 -59 0
15 97 1
28 -36 1
22 -11 0
-43 -50 0
59 72 1
100 -84 1
93 67 1
4 54 1
76 -90 1
-90 17 0
-60 -34 0
-78 -8 1
80 32 0
-75 -87 1
-35 59 1
96 -55 1
79 -64 1
11 -41 0
54 -70 1
9 55 1
-98 60 0
-74 -81 1
-8 -98 1
-71 16 0
17 48 0
18 32 0
33 5 1
4 -40 0
-98 20 0
-3 -62 0
-46 99 0
73 86 1
16 -34 0
25 77 1
-22 -53 0
-91 -24 1
-81 -81 0
-77 71 1
-24 71 1
-71 23 1
31 -26 1
-48 99 0
-51 78 0
79 43 0
-71 -69 1
-34 -23 0
-33 -66 0
-49 -63 1
-93 64 1
34 81 0
-100 -94 1
60 -25 0
92 -58 0
65 -41 0
54 -36 1
99 -44 1
19 32 1
-16 85 1
-1 38 0
-99 -10 0
-14 -98 1
-46 -26 1
-38 -84 1
-6 -21 1
80 -31 1
39 -7 0
-87 -66 0
-47 87 1
-10 -57 1
-47 40 0
-15 61 0
-45 1 1
-77 91 1
89 5 1
44 -37 0
-100 -69 1
90 67 0
-12 37 0
-63 40 0
74 22 0
94 2 0
41 -98 0
-20 -68 1
-76 -54 0
-11 10 0
-50 46 0
60 52 0
-4 99 0
-49 58 1
-96 81 1
91 78 1
96 -6 1
70 92 0
-100 75 0
-60 74 0
-24 36 0
4 -12 1
-75 -9 1
-89 -66 1
61 -15 0
89 16 0
-86 4 1
-43 -23 0
-8 -35 0
-10 12 0
8 -78 1
-78 83 1
13 -69 1
22 93 1
79 12 1
-76 100 1
-56 -20 1
-48 -8 1
3 -22 0
33 -15 0
-82 90 1
-40 -42 0
93 86 1
-59 -66 1
-73 -98 0
62 -77 1
79 0 1
-65 68 1
36 -40 1
97 -37 1
-20 16 1
-56 32 1
-15 22 0
29 30 0
-49 -77 1
-41 -95 1
76 5 0
-48 49 1
70 19 1
-90 29 0
-76 38 1
-92 -14 0
5 31 0
-49 56 1
100 -36 0
-52 92 0
47 -82 0
-13 -73 0
11 -47 0
52 -4 0
-97 67 1
80 -4 1
25 -39 1
-67 89 1
95 -97 1
13 61 0
-39 -54 1
46 -62 0
20 30 0
63 -87 1
43 -60 1
-53 98 0
61 52 0
9 -73 0
-40 37 1
38 6 0
8 46 1
-69 -28 0
-87 -80 1
91 -43 1
-10 51 1
69 91 0
6 85 0
-8 -5 0
9 -86 1
20 80 1
-85 1 1
16 -49 1
34 60 1
-43 -17 0
-98 11 0
-10 98 0
-61 -83 1
54 81 1
82 -38 0
-20 -60 0
95 -3 1
-6 -58 1
-67 -19 1
57 -47 0
58 -60 0
94 89 0
-89 21 1
52 -92 0
-56 -63 1
-13 -36 1
3 -68 0
-46 -32 0
11 1 0
-5 29 1
-41 -45 1
-63 71 1
-28 -57 0
35 -83 0
57 -89 0
5 -66 0
-47 -68 1
80 -93 1
88 44 0
-63 2 1
75 40 1
80 6 1
2 -23 1
21 98 1
-72 75 1
-41 -84 0
10 -63 0
-96 49 1
-52 -34 0
-8 -46 0
53 81 1
66 -90 0
-61 97 0
-59 44 0
93 -76 1
-19 14 0
-72 -81 1
100 15 1
-16 -100 1
-43 70 1
90 30 0
16 -58 0
54 -23 1
72 -48 0
31 46 0
31 -83 0
73 75 1
-44 17 1
5 57 0
8 77 1
-98 -56 1
-57 -30 0
-57 -53 1
-22 7 1
72 20 1
38 -90 0
-84 74 0
-85 -56 0
-7 -27 0
66 -16 1
32 -96 1
-88 -56 1
91 74 1
-86 89 0
32 62 1
15 -17 0
-79 38 1
48 72 1
43 -62 0
-23 19 1
-47 77 0
61 -4 0
-13 -27 0
-58 -70 1
-78 96 1
23 -25 0
93 3 0
39 -29 1
9 76 1
-98 -22 0
-70 37 1
-55 79 0
-73 3 0
25 17 0
-70 -29 0
79 59 1
31 42 1
-27 -20 0
-45 50 0
-82 -13 0
86 0 0
-35 -71 0
30 -8 1
51 40 1
-4 -74 1
63 83 0
-70 -8 0
24 -98 0
-10 -34 1
-80 -65 1
31 27 1
34 -6 1
-79 -59 1
-89 -69 1
71 51 1
35 5 1
-43 64 0
60 -72 1
13 -63 0
69 35 0
-5 -50 0
-75 67 1
-66 35 0
-48 -18 0
-6 -38 1
-80 -94 1
30 -2 1
-7 -98 1
-17 94 0
11 57 0
-80 -77 0
74 26 0
12 -2 0
38 85 1
-52 -80 0
-100 17 1
76 -47 1
35 -6 0
31 29 0
-51 -58 0
-38 -21 1
-8 91 0
-34 -80 0
97 6 1
62 -85 0
26 4 0
-73 87 0
38 -68 0
12 85 0
3 33 1
-39 87 0
93 -68 1
-73 82 0
-28 56 1
27 -12 1
-36 24 1
-5 -2 0
96 40 0
-29 0 1
-65 -41 1
-14 -29 1
-26 19 0
-91 16 0
-35 9 0
-43 -12 1
72 76 1
-73 59 0
-62 -62 1
15 12 1
-10 66 1
-37 -84 1
91 27 1
-29 -18 1
17 37 0
21 33 0
-38 10 1
-78 -30 1
-54 49 1
-35 -100 0
-23 46 1
9 -9 0
3 -92 0
14 -32 1
-100 -52 0
71 2 1
25 29 0
49 38 1
17 13 0
-98 -59 1
-23 19 0
2 45 1
-87 -93 0
74 18 1
-65 66 0
36 38 1
82 69 1
-9 26 1
2 -62 0
1 72 0
46 -77 1
59 98 0
-69 38 1
-26 -4 0
30 48 1
21 -79 1
82 95 1
99 91 0
36 25 0
23 16 0
61 10 0
-1 93 0
0 57 0
-55 80 0
-39 16 0
-6 -10 0
63 40 1
62 -25 1
-91 2 1
48 -91 1
49 -83 1
-50 58 1
-79 76 0
77 97 1
-82 95 0
46 -90 0
-3 99 1
28 94 1
-2 87 1
35 26 0
96 -63 1
-55 -76 0
93 -29 0
29 -45 1
-92 -16 0
-84 -13 1
43 60 0
-15 -11 0
21 7 1
22 93 1
-90 -69 0
52 -95 0
2 -37 1
78 74 1
-80 34 1
81 69 0
-70 14 1
16 68 1
-47 42 0
97 26 1
89 100 1
91 -56 0
74 80 0
49 77 0
36 62 0
74 19 0
-56 -55 1
82 84 0
-75 -41 0
43 88 1
-9 -74 1
87 -66 0
-27 -54 1
43 69 1
-49 -64 0
-90 78 0
10 84 1
78 24 1
-100 90 0
-2 27 0
12 -77 0
-68 -49 0
-26 82 1
59 36 1
47 -97 1
56 38 0
62 30 1
-47 -70 0
95 -8 1
-75 3 1
-75 40 0
-45 -85 1
84 -34 0
80 49 1
16 8 0
-32 -61 1
-25 45 0
0 -51 0
-20 -56 0
-96 100 0
-92 -7 0
47 -98 0
24 10 1
18 -49 0
-8 59 0
93 56 0
70 -47 1
66 91 0
-26 43 1
-51 15 0
69 -73 0
69 -86 1
-22 22 0
89 56 0
13 -98 0
69 -46 1
-82 -66 1
21 -29 1
41 47 0
-41 92 1
-13 59 0
85 91 0
-57 10 0
-31 -66 0
46 -36 1
-90 -61 0
88 -7 1
-51 61 1
-73 100 1
-35 -61 1
4 45 1
40 76 0
-2 68 1
25 38 1
-42 -59 1
-46 -94 0
61 -6 0
20 -75 0
-87 18 0
10 -27 1
-20 89 0
62 74 1
-97 -55 1
78 -29 1
-8 98 1
61 -94 0
0 82 0
74 -57 1
-16 92 0
61 62 1
-46 73 1
-26 5 1
83 -66 0
-23 -85 0
-44 -23 0
62 -61 1
-18 -19 1
-81 -72 1
-14 66 0
-93 86 0
34 -62 0
10 -73 0
-17 82 0
-54 67 0
76 -23 0
-9 -29 1
-57 88 0
-88 90 0
29 89 1
68 17 0
-85 3 1
46 38 1
43 -40 1
-55 -94 1
59 75 1
-28 -33 0
48 -29 0
-50 82 0
-94 -14 1
38 31 1
51 -88 0
96 91 0
15 52 0
-73 -27 1
3 -35 1
3 -33 0
-97 46 0
97 -81 0
-66 12 0
52 -88 1
-81 58 1
24 100 0
-27 89 1
82 -52 0
96 -59 0
85 81 0
78 22 0
-32 -25 0
37 -27 0
-49 24 1
81 88 1
-8 -44 0
-74 35 1
35 -46 0
37 -78 1
-49 7 1
79 16 0
-41 -87 0
-84 64 0
-30 60 1
94 35 1
86 -7 1
-35 71 0
67 25 0
-94 -93 1
30 -49 0
-87 -88 1
80 21 0
-80 -11 1
-72 12 1
-13 -13 1
70 -8 0
-27 -49 0
-56 33 0
-26 79 1
69 -81 1
90 -10 0
59 64 0
-26 29 1
4 -84 1
-33 -94 0
24 75 1
-39 -33 1
74 75 1
-28 -67 0
-2 -78 0
70 -47 0
63 72 0
2 31 0
-74 71 1
77 35 0
50 14 0
-74 -72 0
-79 -54 1
33 -49 0
-80 27 0
23 -73 1
-46 -75 0
-79 -44 1
48 -56 0
-53 45 1
-33 87 1
76 -65 1
-44 53 1
-62 96 0
-14 70 1
-2 80 1
-54 59 1
-72 60 0
55 96 0
-18 -59 1
-43 61 0
-28 -35 0
-70 66 0
-52 -84 0
-96 -16 0
93 -40 0
-52 100 1
99 -47 0
66 -18 0
-37 -28 0
31 -68 0
-17 -52 0
50 13 0
-55 36 1
8 -46 0
-14 51 0
31 60 1
41 -34 0
52 -71 1
81 -100 0
63 -95 0
95 -81 0
0 -26 1
-23 23 0
-81 -27 1
92 21 1
-62 31 1
-31 68 1
41 89 1
-44 52 0
23 13 0
-38 24 1
-87 60 0
-15 -22 0
-43 46 0
68 -61 1
5 -1 0
97 64 0
47 -29 1
-84 -67 0
-24 18 0
-10 42 1
86 47 1
15 97 0
-73 13 0
-97 -10 1
-22 19 0
11 -3 0
-11 81 1
-58 48 0
-67 45 1
-16 -42 0
-4 -37 1
94 -5 1
-15 35 1
-90 -78 0
-24 30 1
7 11 0
59 -19 1
-65 42 0
-29 12 1
-84 -62 0
88 -2 1
30 58 0
-28 -30 1
27 -40 1
45 -87 1
79 73 1
11 -76 1
4 57 0
32 -15 1
-33 34 1
26 57 0
3 12 1
-12 -7 1
-98 -14 1
-14 72 1
-59 -100 1
43 90 1
-62 -71 1
12 26 1
-10 -35 0
73 -4 0
-29 -34 0
49 64 1
50 -86 1
35 -25 0
-64 33 0
-33 99 0
-41 -63 1
64 25 1
97 16 1
90 -71 0
-54 -54 1
-70 -35 1
-79 -60 1
54 29 0
14 91 1
17 21 1
93 -42 0
71 56 1
25 18 0
10 -90 1
-66 -87 0
60 -39 1
16 33 0
87 11 0
-87 -58 0
27 -72 0
-18 -72 0
-32 56 0
34 -92 1
-74 47 1
-46 83 1
32 -56 1
-82 -20 1
-72 59 1
73 -12 0
46 59 0
-34 60 1
-53 42 0
98 22 0
-44 -84 1
-2 27 0
68 32 0
-27 -6 1
16 -18 0
39 91 0
97 74 0
-48 -83 0
-46 -48 0
-29 61 0
63 -14 0
-40 96 1
55 86 1
-51 -56 0
-48 -8 1
-66 20 0
19 -35 1
63 -96 0
-26 36 0
-41 -76 0
-95 -40 1
17 -93 0
-26 68 0
81 -70 0
26 -96 1
65 76 1
67 86 1
62 9 1
76 77 1
-51 50 0
5 -87 0
87 62 0
-13 54 1
-72 -73 0
89 11 1
-83 57 0
-34 54 0
14 55 1
54 -58 1
-52 -49 1
9 -60 1
-87 66 1
-26 4 0
9 -91 1
13 -35 1
-17 12 1
-14 3 0
-30 49 0
75 -16 0
-84 52 1
78 -81 0
-16 -4 1
-41 -24 0
44 33 1
28 20 0
-70 8 0
-61 -74 0
-25 -51 1
14 -21 0
-91 26 1
-46 -34 1
75 -59 0
28 -31 0
74 32 1
98 77 1
-85 -10 0
54 46 1
97 -31 1
-24 -69 1
-74 78 0
-89 48 0
2 77 0
8 63 0
57 74 0
-82 89 0
-38 -54 0
94 -24 1
53 -64 1
65 48 0
7 -23 0
20 18 0
-25 -51 1
100 12 0
-14 -79 1
7 32 1
-86 92 1
-28 28 0
-54 -11 0
-70 -85 1
-41 -90 1
42 65 1
96 -45 1
72 14 0
-13 14 1
-68 49 1
98 63 1
77 69 1
-59 -89 0
-10 16 0
26 52 1
18 -85 1
-90 -56 1
57 19 1
1 -48 1
39 38 1
